asin,rating,reviews,stopwords,punctuation,hastags,numerics,upper,word_count,char_count,avg_word,Good_reviews,polarity,subjectivity
B08LSDKWRW,5.0,sie gefällt meiner tochter sehr gut alle lieder die auch auf der weihnachtscd von ralf zuckowski drauf sind spielt die tonie ab würden wir wieder kaufenist für jede altersgruppe geeignetschöne tonie für die weihnachtszeit,18,4,0,0,0,34,221,5.5,1.0,0.0,0.0
B08LSDKWRW,5.0,ich als kind der 90er stehe total auf genau diese kinder weihnachtslieder die kinder lieben sie auchnicht nur für die kids toll,10,1,0,0,0,22,127,4.8,1.0,0.3,0.82
B08LSDKWRW,5.0,dieser toni ist dieser jahreszeit der meisten gehörte toni richtig schöne bekannte lieder sehr zu empfehlenrichtig toller toni,6,3,0,0,0,18,126,6.1,1.0,0.0,0.0
B08LSDKWRW,5.0,diese toni figur ist für die weihnachtszeit einfach toll unsere kinder lieben den engel und hören ihn jetzt schon anfang november sehr gerneeinziger kleiner markle engel hat flecken wo die farbe teilweise fehlteinfach ein muss zur weihnachtszeit,16,6,0,0,0,37,245,5.6,1.0,0.0,0.0
B08LSDKWRW,5.0,war ein tolles geschenk für kleines geldalles bestens,3,2,0,0,0,8,53,5.7,1.0,0.0,0.0
B08LSDKWRW,5.0,wie immer bei rolf zuckowskisehr tolle lieder und textedie schnell ins ohr gehenfür groß und klein sehr schöne weihnachtsliederganz toll,6,6,0,0,0,20,136,5.8,1.0,0.0,0.0
B08LSDKWRW,5.0,super schöne liedersehr schöne toniefigur,0,0,0,0,0,5,41,7.4,1.0,0.33,0.67
B08LSDKWRW,5.0,topbin voll zufrieden kann ich nur empfehlen,3,1,0,0,0,7,44,5.4,1.0,0.0,0.0
B08LSDKWRW,2.0,die tonie war offendie tonie offen,2,0,0,0,0,6,34,4.8,0.0,0.0,0.0
B08LSDKWRW,3.0,hätte mir mehr die klassiker gewünschtviele lieder kannte ich gar nicht,4,2,0,0,0,11,71,5.5,0.0,0.0,0.0
B08LSDKWRW,3.0,das kind liebt diese figur es läuft tag ein tagaustonies,4,9,0,0,0,10,56,4.7,0.0,0.6,0.9
B08LSDKWRW,3.0,recht teures spielzeugeinfache bedienung aber recht teuer,1,1,0,0,0,7,57,7.3,0.0,0.0,0.0
B08LSDKWRW,3.0,okok,0,0,0,0,0,1,4,4.0,0.0,0.0,0.0
B08LSDKWRW,1.0,der tonie funktioniert nicht lässt sich nicht mit der toniebox verbinden auch nach mehrmaligen setup der wlanverbindunglässt sich nicht verbinden,11,4,0,0,0,20,145,6.3,0.0,0.0,0.0
B08LSDKWRW,1.0,fast doppelt teuer wie andere toniefiguren nicht nochmalüberteuert,3,7,0,0,0,8,66,7.4,0.0,0.2,0.6
B08LSDKWRW,3.0,der inhalt des tonies ist toll die lieder stimmen schön auf die weihnachtszeit eindie figur sich ist geschmackssache es gibt schönerewas mich jedoch sehr gestört hat ist der lösungsmittelgeruch der mir schon beim öffnen der packung entgegenschlug der tonie kam den adventskalender und heute 2 wochen später roch die figur im kalender immer noch nach chemiefür kleine kinder deshalb zum selbst benutzen völlig ungeeignetdieser tonie ist der einzige unserer tonies bei dem dieses problem bestehtlösungsmittelgeruch,31,12,0,0,0,75,512,5.8,0.0,0.0,0.0
B08LSDKWRW,1.0,die figur läuft unter dem titel weihnachtslieder bei uns lief diese figur nun fünf wochen mehr oder weniger der dauerschleife und habe ich jedes der lieder mehrfach mit angehört mir fiel dabei auf dass keines der lieder auch nur annähernd oder auch nur einer silbe die weihnachtsbotschaft transportiertwarum ist es ein immens wichtiges ereignis für uns christen dass der heiland geboren wurde wie transportiert man die botschaft kindergerecht warum beschenken wir uns bedeutet das geschenk eine antwort auf diese fragen bleibt die platte schuldigdie lieder handeln samt und sonders von der vorfreude auf die geschenke oder das fest mit den geschenken allen variationen oder von der dekoration rund um die geschenke schnee tannenbaum lichter kekse die platte hätte von mir fünf sterne bekommen wenn ungefähr fünf lieder dabei gewesen wären die den hintergrund des weihnachtsfestes thematisieren danach kann man sich immer noch über schnee etc freuen ohne diese lieder ist es ein reines konsumpropagandistisches machwerk von dem man die kinder besser fern hält statt dessen empfehle ich traditionelle weihnachtslieder besten noch selbst gesungen und begleitetweihnachten als komsumfest,87,27,0,0,0,177,1183,5.7,0.0,0.0,0.0
B08LSDKWRW,1.0,ich hatte die toni anfang november gekauften und sollte anfang dezember kommen wurde dann verschoben auf mitte dezember und jetzt soll es mitte januar kommen ich bin gespannt ob es überhaupt noch kommt ist nicht zu empfehlenlange lieferzeit,19,2,0,0,0,38,240,5.3,0.0,0.0,0.0
B09BG3FFD1,5.0,direkt bewerten kann ich noch nichts da es sich um ein weihnachtsgeschenk handelt optisch sehr schön besonders das cover auch der preis der black week war megaich hoffe dass es ein schönes weihnachtsgeschenk wird,19,8,0,0,0,34,212,5.3,1.0,-0.17,0.43
B09BG3FFD1,5.0,das kindertablet ist leicht zu bedienenes hat viele einstellungen zu jedem passtes ist sehr robustwir haben mittlerweile 3 stück davonbei jedem gab es probleme die speicherkarte zu aktivieren und über das tablet zu formatierennach einer weile nahm das tablet die speicherkarte andas letzte tablet macht leider mehr probleme mit der kartees hat eine super qualitättolles kindertablet,24,8,0,1,0,56,382,5.8,1.0,0.33,0.67
B09BG3FFD1,5.0,gekaufte artikel ist sehr gut und funktioniert einwandfrei bin ich sehr zufriedenfire hd8 kids p,6,1,0,0,2,15,96,5.5,1.0,0.0,0.0
B09BG3FFD1,5.0,hat meine tochter gestern zu ihrem 6 geburtstag bekommen sie ist total happy und lässt die finger nicht mehr davon haben gemeinsam spiele rausgesuchthabe es einige tage schon vorher grund eingestellt war jetz auch nicht wirklich schwer es gibt aber bestimmt noch einiges zu entdeckensie hat die passenden kopfhörer dazu bekommenmeine tochter liebt es,24,7,0,1,0,54,350,5.5,1.0,0.4,0.88
B09BG3FFD1,5.0,für meine 7 jährige tochter ideal preis leistung top und ich habe die kontrolle wieviel und welche medien sie konsumiert mit amazon kids auch die garantie ist super egal wodurch das tablet kaputt geht amazon ersetzt estop preis leistung und sicherheit für kinder,16,8,0,1,0,43,262,5.1,1.0,0.58,0.72
B09BG3FFD1,3.0,tablet gibt es hardwaremässig nichts auszusetzennun aber zum generellen problem unserer zeit einer globalisierten welt kann nicht jedes land sein eignenes süppchen kochen die hauptsprache meiner tochter ist englisch nur weil ich deutschland eine hardware bestelle muss doch nicht der gesamte content nur auf deutschland zugeschnitten sein man kann die sprache des tablets auf englisch einstellen das stimmt aber alle hörbücher lern apps die meisten bücher alle tv sendungen und filme sind auf deutsch das ist doch quatsch wieso kann man hier nicht einfach alles freischalten je nach der sprache des kindesdie einzige möglichkeit die ich hatte das ding mit amerikanischemenglischem content zum laufen zu bringen war alles zurückzusetzen einen neuen us amazon account anzulegen und dann das tablet mit diesem account zu verknüpfen mit der folge dass mein mit bezahltes abonnmenent von kids natürlich nicht mehr funktioniert da es deutschland gebunden ist nun muss ich also noch kids den usa zahlen und zwar ohne den prime rabatt weil mein prime abonnement auch nur deutschland gilt alles absoluter oberschwachsinn für internationale mobile weltbürgerrights management eine katastrophe,90,30,0,0,3,176,1182,5.7,0.0,0.0,0.0
B09BG3FFD1,3.0,wir haben das gerät für einen fünfjährigen sohn gekauftpositiv das gerät enthält eine gute hülle vor allem kann diese aufrecht gestellt werden dass die kinder tisch das gerät bedienen könnender ton und die bildqualität sind auch sehr gut vor allem muss man sagen zu diesem preis ist es wirklich topnegativ ich finde das gerät wirklich sehr unübersichtlich man muss wirklich sehr lange suchen um das zu finden man möchteein weiterer positiver diesen habe ich bereits auch schon bei amazon bemängelt und warte hier noch auf hilfe das gerät ist manchmal extrem langsam und hängt sich immer wieder aufder grund warum ich das gerät bestellt habe es ist günstiger sein ipad und durch die amz garantie wird es bei einem schaden immer wieder getauschtgerät ist gut aber ich hätte mehr erwartet,69,21,0,0,1,130,785,5.0,0.0,0.0,0.0
B09BG3FFD1,3.0,není češtinanemá české rozhraní pouze německé anglické nevhodné pro české děti,0,0,0,0,0,11,78,6.2,0.0,0.0,0.0
B09BG3FFD1,1.0,wir suchten ein tablet mit dem unsere kinder durch uns kontrolloriert multimedia erfahren können erster linie hörpsiele hören später auch kindgerechte spiele leider ist es bei diesem fire kiods nicht möglich vorinstallierte apps etc von der oberfläche zu löschen es ist nur sehr umständlich möglich die apps teilweise einzuschränken insbesondere wenn man spotify nutzen möchte können die apps nicht gesperrt werden da sonst auch spotify gesperrt wäre insgesamt umständlich und für uns nutzlos schade das gerät selbst ist schön gemachtnicht kindgerecht zu konfigurieren,38,20,0,0,1,83,568,5.9,0.0,0.0,0.0
B09BG3FFD1,2.0,dachte mit dem fire kids ist es einfach inhalte für die kids freizugeben zu sperren etc speicher war nach ein paar wochen voll deinstallation einzelner apps extrem kompliziert einstellungsverwaltung für mich nicht akzeptabel zeitaufwand ist gleich wie mit jedem anderen gerät oder smartphone also frustfaktor hoch 10 schadetotal umständlich,20,7,0,0,0,49,340,6.0,0.0,0.0,0.0
B09QQR6JXS,5.0,wenn ich selbst meinen mann dazu bewegen kann ein spiel mehrmals gemeinsam mit der familie motiviert zu spielen dann hat das schon zu bedeuten das spielmaterial ist sehr schön optisch wie auch haptisch die größe der schachtel ist sehr gut gewählt dass alles gut rein passt ohne basteln zu müssen aber auch kein platz verschenkt wird die regeln sind sehr leicht zu erlernen mein 7 jähriger sohn und meine 4 jährige tochter haben die regeln auch ohne anpassung für jüngere kinder die dem spiel beigefügt ist sofort verstanden und umsetzen können wobei die beiden beim spielen natürlich noch andere prioritäten haben meiner tochter kommt ihre affinität für puzzle zugute beim legen der landschaftskärtchen und sie sammelt leidenschaftlich gern die zapfen achtet also weniger auf die zusammenstellung der tiere wobei sie das prinzip aber verstanden hat und mein sohn sammelt liebsten seine lieblingstiere dem fall die bären da die punkte erst zum schluss zusammen gezählt werden bleibt es auch bis dahin spannendfazit sehr schönes qualitativ hochwertiges spielmaterial einfach zu erlernende regeln kurzweilig hoher wiederspielwert durch variable aufgaben ansprechend für die ganze familie auch schon für jüngere kinder die etwas geduld mitbringenich bin positiv überrascht da ich bisher immer eher wenig mit den spielen des jahres anfangen konnte aber hier lohnt sich der kauf und bei uns kommt das spiel sicher noch öfter auf den tischspannend bis zum schluss,107,39,0,2,0,227,1456,5.4,1.0,0.0,0.0
B09QQR6JXS,5.0,uns hat das spiel gefallen weil es einen uns unbekannten strategischen spielansatz bietet es hat auch eine einfache version für jüngere kinder sodass man kompatibel spielen kann es kann durch die auswahl spezieller ziele aber auch sehr kniffelig sein wenn man die herausforderung sucht alle bestandteile sind sauber und qualitativ sehr gut verarbeitet wir können das spiel als familienspiel weiterempfehleninteressanter spielansatz,33,6,0,0,0,61,431,6.1,1.0,0.0,0.0
B09QQR6JXS,5.0,schönes kurzweiliges schnell zu erlernendes familienfreundliches spiel mit schönem settingein gut gelungenes spiel made germany das einzige manko finde ich den punkteblock da dieser irgendwann mal aufgebraucht ist ansonsten liegt dem spielmaterial idealerweise schon zip tüten bei um alles gut und übersichtlich zu verstauen siehe bilder die tiermarker sind auf bedrucktem holz fühlt sich alles sehr wertig preis leistung somit absolut top für familien und freunde unseres ökosystems ein prima spielschönes kurzweiliges spiel,24,10,0,0,0,73,525,6.2,1.0,0.5,0.5
B09QQR6JXS,5.0,wir haben cascadia bereits mehrfach zu zweit und zu viert gespieltman muss sich die regeln und die taktischen möglichkeiten ein wenig einfuchsen doch dann macht es riesenspaß verschiedene schwierigkeitsgrade erleichtern den einstieg und erhalten den spielspaß auch über längere zeit besonders gut gefällt uns bei dem spiel die ausgewogenheit von taktik und glückdie verarbeitungsqualität ist sehr gutwenn es zu mosern gibt dann dass der karton keine fächer hat die man die einzelteile des spiels reinsortieren kann stattdessen gibt es nur ein paar plastiktüten zum verstauen der komponenteneine unsitte die sich leider bei vielen spielen eingeschlichen hat zb isle skye cities skylinesunser neues lieblingsspiel,48,20,0,0,0,103,711,5.9,1.0,0.0,0.0
B09QQR6JXS,5.0,ein tolles spiel wir erwachsenen und auch drei kinder ab 12 jahren haben es um unsere top 5 aufgenommenein tolles spiel,8,5,0,2,0,21,119,4.7,1.0,0.5,0.5
B09QQR6JXS,5.0,ich habe das spiel bei meinem sohn kennen gelernt es hat mir gut gefallen das ich es darauf hin sofort für mich gekauft habespass,14,3,0,0,0,24,129,4.4,1.0,0.0,0.0
B09QQR6JXS,5.0,super spiel mit einfachen regel aber einem hohen wiederspielwert hoher wiederspielwert,3,2,0,0,0,11,86,6.9,1.0,0.33,0.67
B09QQR6JXS,5.0,ist hervorragend angekommen tolle sache für teens,2,1,0,0,0,7,49,6.1,1.0,0.0,0.0
B09QQR6JXS,5.0,das spiel macht sehr viel spaß und ist sehr leicht zu erlernen mit der erklärapp kann man es zu beginn sehr gut spielen während man die regeln nebenbei erklärt bekommt ein wunderschönes spielsehr angenehmes familienspiel,18,4,0,0,0,35,220,5.3,1.0,0.0,0.0
B09QQR6JXS,4.0,endlich ein brettspiel das wie zu zeit dir spielen können haben zwar erst die erste basic version gespielt aber die macht schon spaß ein wenig mehr tiere wären schön aber sind die zu spielende varianten auch schon sehr abwechslungsreich ich freu mich auf weitere spielrunden mit mehr leutenerster eindruck macht spaß und ist kurzweilig auch zu zweit,26,6,0,0,0,57,349,5.1,1.0,0.0,0.12
B09QQR6JXS,2.0,cascadia ist ein familienspiel erschienen beim kosmosverlag für 14 naturfreundinnen ab 10 jahren und dauert 30120 minutenworum gehtsvier sechseckigen wildnisplättchen werden zu beginn jeder der 20 spielrunden vier tierplättchen zugeordnet dies bildet die auslage wald gebirge prärie flüssen und feuchtgebieten siedelt nun jeder für sich bären hirsche lachse bussarde und füchse anim uhrzeigersinn nimmt sich jeder eine der vier zuordnungen vergrößert sein areal und füllt die auslage auf das wildnisplättchen muss immer mit mindestens einer übereinstimmenden kante ein anderes angelegt werden das tierplättchen kann auf ein freies wildnisplättchen gelegt werden wenn es das entsprechende tiersymbol zeigt während des spielverlaufs erhält man zapfen mit denen man entweder eine überkreuzkombination wählen oder einfach beliebige tierplättchen der auslage austauschen kann ziel ist es ende punkte für seine größten wildnisgebiete sowie für tieranordnungen gemäß der 5 tierwertungskarten zu notieren bonuspunkte gibt es zudem für das größte gebiet jeder wildnisart unter allen mitspielern auch für ungenutzte zapfen gibt es punkte die höchste gesamtpunktzahl auf dem wertungsblock gewinntfazitwas ist positivdas naturthema die übersichtliche und einfache spielregel der schnelle spieleinstieg das schöne spielmaterial tierplättchen aus holz die prise strategie das solospiel und die variantenreichen herausforderungenwas ist negativdas spiel dauert viel zu lange pro mitspieler kann man mit 30 minuten rechnen bei 4 spielern dauert es bis zu 2 stunden dadurch ist die downtime die wartezeit bis man zug ist hoch und die bremst den spielfluss auch wegen quasi nicht vorhandener interaktion untereinander ist das spiel recht langweilig deshalb spielt man es auch lieber alleine spielspaß kommt wenig auf spannung schon gar nicht höchstens bei der einmaligen schlusswertung die auch noch einige zeit beansprucht bis man endlich die 76 punktefelder auf dem wertungsblock mit zahlen gefüllt hat auch der überbevölkerungscheck ist eher überflüssig und dient nur dem gegensteuern der varianzunter berücksichtigung des spiels des jahressiegels bin ich negativ überrascht worden von diesem spiel wo ist die originalität wo ist das innovative wo ist das gewisse etwas liebe jurydas spiel bietet echt nichts neues es ist zu gewöhnlich solche plättchenanlegespiele gibt es zuhauf auch das spielprinzip ist schon xmal dagewesenfamilien die beispielsweise carcassone zooloretto calico oder kingdomino kennen und viel zeit haben werden auch cascadia ihre freude habenspiel des jahres warum,159,77,0,7,0,362,2571,6.1,0.0,0.5,1.0
